=========

det(camera-2, This-1)
nsubj(VERY-4, camera-2)
cop(VERY-4, is-3)
root(ROOT-0, VERY-4)
advmod(VERY-4, easy-5)
aux(learn-7, to-6)
xcomp(VERY-4, learn-7)
xcomp(VERY-4, use-9)
conj_and(learn-7, use-9)

=========

nsubj(takes-2, It-1)
root(ROOT-0, takes-2)
amod(pictures-4, fantastic-3)
dobj(takes-2, pictures-4)
poss(setting-8, my-6)
amod(setting-8, favorite-7)
nsubj(highlight-12, setting-8)
cop(highlight-12, is-9)
det(highlight-12, the-10)
nn(highlight-12, background-11)
dep(pictures-4, highlight-12)

=========

det(problem-3, The-1)
amod(problem-3, biggest-2)
nsubj(was-10, problem-3)
dobj(had-9, all-4)
rel(had-9, all-4)
poss(cameras-7, my-5)
amod(cameras-7, previous-6)
nsubj(had-9, cameras-7)
aux(had-9, have-8)
rcmod(problem-3, had-9)
root(ROOT-0, was-10)
complm(darken-14, that-11)
nsubj(darken-14, it-12)
aux(darken-14, would-13)
ccomp(was-10, darken-14)
det(picture-16, the-15)
dobj(darken-14, picture-16)
ccomp(was-10, not-18)
conj_and(darken-14, not-18)
neg(darken-14, not-18)
dep(darken-14, catch-19)
det(light-22, the-20)
amod(light-22, natural-21)
dobj(catch-19, light-22)

=========

det(camera-3, this-2)
prep_with(set-6, camera-3)
poss(husband-5, my-4)
nsubj(set-6, husband-5)
root(ROOT-0, set-6)
dobj(set-6, it-7)
nn(highlight-10, background-9)
prep_to(set-6, highlight-10)
dep(set-6, without-12)
pobj(without-12, flash-13)
advmod(were-21, when-15)
advmod(lights-20, only-16)
det(lights-20, the-17)
amod(lights-20, christmas-18)
nn(lights-20, tree-19)
nsubj(were-21, lights-20)
advcl(set-6, were-21)
prep(were-21, on-22)
det(picture-25, the-24)
nsubj(came-26, picture-25)
conj_and(set-6, came-26)
prt(came-26, out-27)
dep(came-26, clear-28)
dep(came-26, bright-30)
conj_and(clear-28, bright-30)

=========

nsubj(love-2, I-1)
nsubj(recommend-8, I-1)
root(ROOT-0, love-2)
det(camera-4, this-3)
dobj(love-2, camera-4)
aux(recommend-8, would-6)
advmod(recommend-8, definitely-7)
conj_and(love-2, recommend-8)
dobj(recommend-8, it-9)
prep_to(recommend-8, anyone-11)

=========

nsubj(is-2, It-1)
root(ROOT-0, is-2)
advmod(is-2, well-3)
det(!!!-8, the-5)
amod(!!!-8, extra-6)
nn(!!!-8, money-7)
prep_worth(is-2, !!!-8)

