=========

nsubj(BOUGHT-2, I-1)
dep(HAS-14, BOUGHT-2)
nn(TV-4, THIS-3)
dobj(BOUGHT-2, TV-4)
nn(BEDROOM-7, MY-6)
prep_for(TV-4, BEDROOM-7)
nn(IT-12, I-9)
nn(IT-12, REALLY-10)
nn(IT-12, LIKE-11)
prep_for(TV-4, IT-12)
conj_and(BEDROOM-7, IT-12)
nsubj(HAS-14, IT-13)
root(ROOT-0, HAS-14)
det(IT-19, A-15)
nn(IT-19, NICE-16)
nn(IT-19, PICTURE-17)
nn(IT-19, TO-18)
dobj(HAS-14, IT-19)
nn(MOVIES-25, I-21)
nn(MOVIES-25, WATCHED-22)
nn(MOVIES-25, SOME-23)
num(MOVIES-25, 3D-24)
dobj(HAS-14, MOVIES-25)
conj_and(IT-19, MOVIES-25)
prep_on(IT-19, IT-27)
det(BALLGAME-36, THE-29)
nn(BALLGAME-36, PICTURE-30)
nn(BALLGAME-36, WAS-31)
nn(BALLGAME-36, NICE-32)
nn(BALLGAME-36, EVEN-33)
nn(BALLGAME-36, WATCHED-34)
num(BALLGAME-36, 3D-35)
prep_on(IT-19, BALLGAME-36)
conj_and(IT-27, BALLGAME-36)
nn(EXCELLENT-40, IT-38)
nn(EXCELLENT-40, WAS-39)
conj_and(IT-27, EXCELLENT-40)
conj_and(BALLGAME-36, EXCELLENT-40)

=========

cc(THIS-7, AND-1)
nn(THIS-7, THE-2)
nn(THIS-7, APPS-3)
nn(THIS-7, ARE-4)
nn(THIS-7, GOOD-5)
nn(THIS-7, TO-6)
nsubj(PRICE-15, THIS-7)
cop(PRICE-15, IS-8)
det(PRICE-15, A-9)
amod(PRICE-15, GREAT-10)
nn(PRICE-15, TV-11)
nn(PRICE-15, ESPECIALLY-12)
nn(PRICE-15, AT-13)
nn(PRICE-15, THIS-14)
root(ROOT-0, PRICE-15)
nsubj(HIT-17, I-16)
rcmod(PRICE-15, HIT-17)
det(THIS-21, A-18)
nn(THIS-21, HOMERUN-19)
nn(THIS-21, BUYING-20)
dobj(HIT-17, THIS-21)

